,Unnamed: 0,1) Why is there wind on the beach?,Unnamed: 0,", q45_barometric pressure, q45_temperature, q45_specific heat, q45_barometric pressure 1, q45_temperature 1, q45_specific heat.1"
1204,1204,"The water in the sea evaporates and becomes steam and becomes heavy Air moves from a heavy place to a light place, creating wind",1204.0,"1245,0,0,0,,,"
1205,1205,Because of the temperature difference,1205.0,"1246,1,0,0,,,"
1206,1206,It's because of the water on the beach.,1206.0,"1247,1,0,0,,,"
1207,1207,Because of the sea breeze,1207.0,"1248,0,1,0,,,"
1208,1208,That's because the waves are rising in the water.,1208.0,"1249,0,0,0,,,"
1209,1209,"As the heat of the sandy beach evaporates at night, it becomes low pressure, and the high-pressure air in the sea moves to low pressure, and the wind blows",1209.0,"1250,0,1,0,,,"
1210,1210,"On the sand side, the heat rises due to the continuous sunlight, but the sea continues to convect and the heat is constant, so the wind blows",1210.0,"1251,0,0,0,,,"
1211,1211,the rotation of the earth,1211.0,"1252,0,0,0,,,"
1212,1212,"When the warm wind goes up, there is an empty space because cold air enters the empty space.",1212.0,"1253,1,0,0,,,"
1213,1213,,1213.0,"1254,0,0,0,,,"
1214,1214,"""",1214.0,"1255,0,0,0,,,"
1215,1215,It is because of the temperature difference between land and sea.,1215.0,"1256,0,0,0,,,"
1216,1216,Wind is created by the temperature difference between air on land and the sea.,1216.0,"1257,0,0,0,,,"
1217,1217,Air movement due to temperature differences: Air movement from hot seas to cold lands compared to land,1217.0,"1258,0,0,0,,,1259,0,0,0,,,"
1218,1218,"Wind is the relative movement of air to the surface of the earth, which blows when there is a pressure difference at the place. Smaller causes of air pressure differences are caused by a kind of difference in hydrothermal capacity, such as the difference in the degree to which the sea and land are warmed by sunlight, and local ones are blown from high to low",1218.0,"1260,0,0,0,,,"
1219,1219,"The wind blows when there is a pressure difference in the place. Smaller causes of air pressure differences are caused by a kind of difference in hydrothermal capacity, such as the degree of warming of the sea and land by sunlight, and local ones are blowing from high to low.",1219.0,"1261,0,0,0,,,"
1220,1220,The temperature of the beach is higher than that of the land,1220.0,"1262,0,0,0,,,"
1221,1221,on account of the wind,1221.0,"1263,0,0,0,,,"
1222,1222,"Warm air has the property of rising up, so other air finds the space to fill the empty space, which is the wind.",1222.0,"1264,0,0,0,,,"
1223,1223,Because there is a difference in temperature between the beach and the land,1223.0,"1265,0,0,0,,,"
1224,1224,"""When the warm wind goes up, there is an empty space, because when cold air enters the empty space, there is wind",1224.0,"1266,1,0,0,,,"
1225,1225,"""",1225.0,"1267,0,1,0,,,"
1226,1226,"""1. Because it is hot during the day and cold at night because of the sunlight.""",1226.0,"1268,0,0,0,,,"
1227,1227,"2. Because it gets cold at night and the temperature gets lower""",1227.0,"1269,0,0,0,,,"
1228,1228,Because there is a temperature difference between the sandy beach and the sea,1228.0,"1270,0,0,0,,,"
1229,1229,Because of the pressure difference between the sand and the sea,1229.0,"1271,0,1,0,,,"
1230,1230,in the wind,1230.0,"1272,0,1,0,,,"
1231,1231,The air temperature and air pressure are different,1231.0,"1273,0,0,0,,,"
1232,1232,"Because of the difference in air pressure, there is wind on the beach.",1232.0,"1274,0,0,0,,,"
1233,1233,the influence of ocean waves,1233.0,"1275,0,0,0,,,"
1234,1234,The air pressure is causing the wind to blow hotter,1234.0,"1276,0,1,0,,,"
1235,1235,"The air on the sandy beach rises because it is hot, and the air in the sea goes down because it is cold and blows from the sea.",1235.0,"1277,0,0,0,,,"
1236,1236,"Because of the difference in atmospheric pressure, the wind blows from high pressure to low pressure",1236.0,"1278,0,0,0,,,"
1237,1237,"The sandy beach quickly cools and heats up, so during the day, the temperature of the sandy beach is higher than that of the sea, so the sandy beach becomes low pressure, and the sea is high pressure, but the wind blows from high pressure to low pressure, so the wind blows on the beach.",1237.0,"1279,0,1,0,,,"
1238,1238,Because it's cold,1238.0,"1280,0,0,0,,,"
1239,1239,여Aftermath of heat,1239.0,"1281,0,0,0,,,"
1240,1240,I don't know,1240.0,"1282,0,0,0,,,"
1241,1241,I don't know,1241.0,"1283,1,0,0,,,"
1242,1242,Because there is a temperature difference between the sea and the land,1242.0,"1284,0,0,0,,,"
1243,1243,The wind wanted to blow there,1243.0,"1285,0,0,0,,,"
1244,1244,a difference in temperature difference,1244.0,"1286,0,0,0,,,"
1245,1245,Because the wind is blowing,1245.0,"1287,0,1,0,,,"
1246,1246,I don't know,1246.0,"1288,0,1,0,,,1289,1,0,0,,,"
1247,1247,It's because the air is moving,1247.0,"1290,0,0,0,,,"
1248,1248,I don't know.,1248.0,"1291,0,1,0,,,"
1249,1249,This is because the temperature is low.,1249.0,"1292,1,0,0,,,"
1250,1250,I don't know.,1250.0,"1293,1,1,0,,,"
1251,1251,I don't know,1251.0,"1294,0,0,0,,,"
1252,1252,convection,1252.0,"1295,0,1,0,,,"
1253,1253,convection phenomenon,1253.0,"1296,0,0,0,,,"
1254,1254,This is because the temperature difference occurs and the air moves from a warm place to a low temperature place.,1254.0,"1297,0,1,0,,,"
1255,1255,There's a big difference in temperature,1255.0,"1298,1,1,1,,,"
1256,1256,I hope it's windy. Forget me. Get rid of the weather,1256.0,"1299,0,1,0,,,"
1257,1257,Because of the temperature difference.,1257.0,"1300,0,0,0,,,"
1258,1258,Because the direction is different.,1258.0,"1301,0,0,1,,,"
1259,1259,This is because air moves from high pressure to low pressure.,1259.0,"1302,0,1,0,,,"
1260,1260,It is because of the temperature difference between the sea and the land.,1260.0,"1303,0,0,1,,,"
1261,1261,"The wind moves from high pressure to low pressure, when the wind blows.",1261.0,"1304,1,0,0,,,"
1262,1262,"During the day, the land temperature is higher than the sea",1262.0,"1305,1,0,1,,,"
1263,1263,It is because of the sea.,1263.0,"1306,1,1,1,,,"
1264,1264,"Because the earth rotates from west to east, the wind is also affected by this",1264.0,"1307,1,0,0,,,"
1265,1265,It's because the beach is strong,1265.0,"1308,0,1,0,,,"
1266,1266,at the end of the rope,1266.0,"1309,0,1,0,,,"
1267,1267,"""The difference in atmospheric pressure is also true",1267.0,"1310,0,0,1,,,"
1268,1268,"Wind moves from high pressure to low pressure, and that's when wind is created",1268.0,"1311,0,0,1,,,"
1269,1269,"My opinion is that when the warm wind goes up, there is an empty space, which is created when cold air enters the empty space",1269.0,"1312,0,0,1,,,"
1270,1270,"That's the wind.""",1270.0,"1313,0,0,0,,,"
1271,1271,The air is moving,1271.0,"1314,0,1,0,,,"
1272,1272,This is because the air pressure is high.,1272.0,"1315,0,1,0,,,"
1273,1273,It is because of the difference in air pressure.,1273.0,"1316,0,0,0,,,"
1274,1274,Because the temperature difference is big,1274.0,"1317,1,0,0,,,"
1275,1275,Sea water touches the wind,1275.0,"1318,1,0,0,,,1319,0,1,1,,,"
1276,1276,It's because the temperature difference is severe,1276.0,"1320,0,0,0,,,"
1277,1277,Because it's the sea.,1277.0,"1321,1,0,1,,,"
1278,1278,Because of the waves,1278.0,"1322,1,0,1,,,"
1279,1279,This is because there is a difference in air pressure.,1279.0,"1323,0,0,1,,,"
1280,1280,I don't know,1280.0,"1324,0,1,0,,,"
1281,1281,I don't know,1281.0,"1325,0,1,0,,,"
1282,1282,It's caused by the wind,1282.0,"1326,0,0,0,,,"
1283,1283,I don't know,1283.0,"1327,0,0,0,,,"
1284,1284,I don't know,1284.0,"1328,1,0,0,,,"
1285,1285,I don't know,1285.0,"1329,1,0,0,,,"
1286,1286,I knowI don't know,1286.0,"1330,0,0,0,,,"
1287,1287,I don't know,1287.0,"1331,,,,,,"
1288,1288,naturally,1288.0,"1332,,,,,,"
1289,1289,The wind was all over the water,1289.0,"1333,25.1%,26.1%,11.3%,,,"
1290,1290,I don't know,,
1291,1291,Because of the atmospheric pressure,,
1292,1292,There's no heat on the beach,,
1293,1293,Because it's the ocean,,
1294,1294,The ocean is so cool,,
1295,1295,I have no idea.,,
1296,1296,"During the day, the land is hot and at night, the land is cooler",,
1297,1297,It is because of the temperature difference between day and night.,,
1298,1298,The cold air goes up and moves to the warm air,,
1299,1299,The water is cold,,
1300,1300,It is caused by the sea.,,
1301,1301,Wind is produced by the influence of air.,,
1302,1302,"Since it blows from a low temperature to a high temperature,",,
1303,1303,This is because air moves to places where temperatures are high,,
1304,1304,Because of the temperature difference,,
1305,1305,The sea is cold,,
1306,1306,It's because the water from the sea goes to land,,
1307,1307,There's the air of the country,,
1308,1308,The wind blows from cold to hot,,
1309,1309,Since it's the beach,,
1310,1310,"Since there's wind,",,
1311,1311,X,,
1312,1312,The temperature difference between the land and the sea,,
1313,1313,a difference in temperature difference,,
1314,1314,the air goes up,,
1315,1315,It's inside the earth,,
1316,1316,This is because air flows due to the temperature difference between land and sea,,
1317,1317,"High pressure, low pressure",,
1318,1318,"The beach has a lower temperature than the sandy beach, so it is high pressure, while the sandy beach becomes low pressure, so the wind blows",,
1319,1319,"Because of the circulation of air,",,
1320,1320,It's because of the temperature difference between water and land,,
1321,1321,Wave.,,
1322,1322,"Because of the difference between land and sea,",,
1323,1323,"Sand with a large specific heat rises during the day due to its high temperature Therefore, wind blows from the low pressure sea to the high pressure land",,
1324,1324,This is to balance the heat because the temperature of the beach is higher than that of the sandy beach.,,
1325,1325,"The temperature of the beach is higher than that of the sandy beach, so the heat is balanced",,
1326,1326,The difference in heat between the land and the sea creates wind,,
1327,1327,The difference in temperature between land and sea creates wind,,
1328,1328,This is because the land is small in specific heat and the sea is large in specific heat.,,
1329,1329,This is because of the difference in air pressure between the land and the sea,,
1330,1330,"The sea is mainly composed of water, and the land is mainly composed of solids, so the sea has a large specific heat. Even if the same heat energy is received during the day, the temperature difference that changes is larger than that of the sea, resulting in a difference in air pressure, causing a circulation of the atmosphere and blowing wind.",,
1331,1331,"A temperature difference occurs due to the difference in specific heat, resulting in a difference in atmospheric pressure, which generates wind from a high atmospheric pressure to a low atmosphere.",,
1332,1332,"Because of the difference in air pressure between the heat of the sea and land,",,
1333,1333,It seems to be caused by temperature changes in the sea and land.,,
1334,1334,the difference between land and sea temperature,,
1335,1335,Specific heat difference.>_<,,
1336,1336,This is because of the difference in specific heat between land and sea.,,
1337,1337,"Because of the non-train on land and sea,",,
1338,1338,convection due to temperature differences,,
1339,1339,"Because of the temperature difference between the land and the sea,",,
1340,1340,"Land has a higher air temperature than the sea, so it moves from a lower temperature to a higher temperature",,
1341,1341,"""Because of the waves in the sea,",,
1342,1342,"""",,
1343,1343,It is a gate where the air on the beach rises and comes to the beach to fill the empty space in the sea,,
1344,1344,The air on the beach goes up and comes to the beach to fill the empty space in the sea,,
1345,1345,"The temperature difference caused by the specific heat difference between the land and the sea, and the wind caused by the temperature difference, is the sea wind.",,
1346,1346,I guess there were some things that the wind liked,,
1347,1347,Generation of low and high pressures due to the difference in specific heat between sand and water,,
1348,1348,It is the generation of low and high pressures due to the difference in specific heat between sand and water.,,
1349,1349,This is because of the difference in specific heat between sandy beaches and seawater.,,
1350,1350,Convection occurs due to temperature difference between water and surface,,
1351,1351,Because there is a difference in temperature between the sea and the land,,
1352,1352,at the mercy of the wind,,
1353,1353,Because of the sun,,
1354,1354,a barometric difference,,
1355,1355,"During the day, the temperature of the land is high, so the air rises upward and becomes relatively low pressure, and the sea side becomes high pressure, and the air moves from high pressure to low pressure, causing wind. In the evening, the air pressure on the land and the sea is reversed, and the wind blows in the opposite direction.",,
1356,1356,It's because there's a land wind blows.,,
1357,1357,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
